mention,tag,pt code,fold id
температурит,Indication,10005911,3
насморк,Indication,10039101,3
кашель,Indication,10011224,3
Температура,Indication,10005911,3
насморк,Indication,10039101,3
кашель,Indication,10011224,3
нервничаю,Indication,10029216,1
для профилактики,Indication,10036898,4
срывов,Indication,10061284,2
нервозности,Indication,10029216,2
сопельками,Indication,10039101,2
кашлял,Indication,10011224,2
насморк,Indication,10039101,2
кашель,Indication,10011224,2
сухости в горле,Indication,10013789,3
боль,Indication,10033371,3
пощипованиме носоглотки,Indication,10043521,3
нос забит,Indication,10028735,3
соплями,Indication,10039101,3
глаза болят слезятся,Indication,10023644,3
"температура 37,2",Indication,10037660,3
кашель,Indication,10011224,3
для профилактики,Indication,10036898,4
воспалился лимфоузел,Indication,10025282,4
при СНИЖЕНИИ иммунитета,Indication,10021425,4
заснуть потом не могу,Indication,10022437,3
снилась какая-то муть,ADR,10062519,3
болела голова,ADR,10019211,3
мутило,ADR,10028813,3
Насморк,Indication,10039101,2
горло,Indication,10068319,2
кашель,Indication,10011224,2
температуры,Indication,10005911,2
температуры,Indication,10005911,2
из носа текло,Indication,10039101,2
алергия,ADR,10020751,3
аллергия,ADR,10020751,3
красных пятнах,ADR,10037867,3
красных пятнах,Indication,10037867,3
Отёк на лице,ADR,10016029,3
алергия,ADR,10020751,3
для профилактики,Indication,10036898,4
нос заложило,Indication,10028735,4
чихнул,Indication,10041232,4
кашлянул,Indication,10011224,4
температурой,Indication,10005911,4
температура,Indication,10005911,4
температура,Indication,10005911,1
температуры,Indication,10005911,1
горло болело,Indication,10068319,1
температуру,Indication,10005911,1
хочется спать,ADR,10041349,1
температуру,Indication,10005911,1
больному горлу,Indication,10068319,3
восполительными процессами в горле,Indication,10065735,3
красное горло,Indication,10057009,3
соплями,Indication,10039101,3
заложенностью,Indication,10028735,3
больному горлу,Indication,10068319,3
для профилактики,Indication,10036898,3
заложенность носа,Indication,10028735,3
зависимость,ADR,10012335,4
сходное с наркотической зависимостью,ADR,10012335,4
физическую зависимость,ADR,10013663,4
сильная тошнота,ADR,10027975,5
головокружение,ADR,10013573,5
тошнота с,ADR,10028813,5
головокружением,ADR,10013573,5
неприятные ощущения в горле,Indication,10068319,4
больного горла,Indication,10068319,4
бородавках,Indication,10040907,4
чихающим,Indication,10041232,2
профилактики,Indication,10036898,2
как профилактический,Indication,10036898,2
стал очень пассивным,ADR,10011953,2
покрылся весь прищиками кровоизлиянием небольшим,ADR,10012432,2
заложенностью носа,Indication,10028735,1
сильной заложенности,Indication,10028735,1
головная боль,Indication,10019211,3
болевого синдрома,Indication,10033371,3
повышение температуры,Indication,10005911,3
похмелья,Indication,10001623,3
диарею,ADR,10012735,4
диарею,ADR,10012735,4
диарею,ADR,10012735,4
при инфекционно-воспалительных процессах,Indication,10021789,4
насморком,Indication,10039101,2
заложенность носа,Indication,10028735,2
